debug: Tools Menu Handler registered
2020-05-07 16:06:24.288633,38,,79:f8:ad:e1:a3:ca,-59,1
2020-05-07 16:06:24.296063,39,,79:f8:ad:e1:a3:ca,-68,1
2020-05-07 16:06:24.300108,37,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.307741,38,,66:18:c6:fa:6b:90,-61,1
2020-05-07 16:06:24.310280,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.313946,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.317935,38,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.320090,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.325462,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.329864,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.332194,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.336202,37,,66:18:c6:fa:6b:90,-54,1
2020-05-07 16:06:24.340028,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.343653,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.351091,37,,66:18:c6:fa:6b:90,-63,1
2020-05-07 16:06:24.353168,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.358071,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.368148,37,,66:18:c6:fa:6b:90,-63,1
2020-05-07 16:06:24.374480,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.388352,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.394604,37,,66:18:c6:fa:6b:90,-62,1
2020-05-07 16:06:24.401082,38,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.406682,39,,66:18:c6:fa:6b:90,-71,1
2020-05-07 16:06:24.415317,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.422079,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.429866,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.438203,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.445540,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.450414,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.456169,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.462071,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.465833,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.470614,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.477551,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.483322,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.490158,37,,66:18:c6:fa:6b:90,-62,1
2020-05-07 16:06:24.497851,38,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.501815,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.505664,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.509080,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.512469,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.517636,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.519913,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.522130,39,,66:18:c6:fa:6b:90,-68,1
2020-05-07 16:06:24.524526,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.526876,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.528938,39,,66:18:c6:fa:6b:90,-71,1
2020-05-07 16:06:24.531419,37,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.533649,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.535827,39,,66:18:c6:fa:6b:90,-69,1
2020-05-07 16:06:24.538248,37,,66:18:c6:fa:6b:90,-60,1
2020-05-07 16:06:24.541321,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.543678,39,,66:18:c6:fa:6b:90,-70,1
2020-05-07 16:06:24.545933,37,,66:18:c6:fa:6b:90,-63,1
2020-05-07 16:06:24.547815,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.549565,39,,66:18:c6:fa:6b:90,-70,1
2020-05-07 16:06:24.551518,37,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.553425,38,,66:18:c6:fa:6b:90,-59,1
2020-05-07 16:06:24.555459,39,,66:18:c6:fa:6b:90,-70,1
